DGRP,time,event,censor,tray
DGRP-88,0.229861111,0,0,3
DGRP-88,1.008333333,0,0,3
DGRP-88,1.211805556,0,0,3
DGRP-88,2.015972222,0,0,3
DGRP-88,2.220138889,0,0,3
DGRP-88,3.005555556,0,0,3
DGRP-88,3.2125,0,0,3
DGRP-88,4.006944444,0,0,3
DGRP-88,4.213194444,0,0,3
DGRP-88,5.011111111,0,0,3
DGRP-88,5.208333333,0,0,3
DGRP-88,6.025694444,0,0,3
DGRP-88,6.213194444,0,0,3
DGRP-88,7.036805556,0,0,3
DGRP-109,0,0,0,3
DGRP-109,0.229861111,0,0,3
DGRP-109,1.008333333,0,0,3
DGRP-109,1.211805556,0,0,3
DGRP-109,2.015972222,0,0,3
DGRP-109,2.220138889,0,0,3
DGRP-109,3.005555556,0,0,3
DGRP-109,3.2125,0,0,3
DGRP-109,4.006944444,0,0,3
DGRP-109,4.213194444,0,0,3
DGRP-109,5.011111111,0,0,3
DGRP-109,5.208333333,0,0,3
DGRP-109,6.025694444,0,0,3
DGRP-109,6.213194444,0,0,3
DGRP-109,7.036805556,0,0,3
DGRP-385,0,0,1,4
DGRP-385,0.211805556,0,1,4
DGRP-385,0.996527778,0,1,4
DGRP-385,1.204861111,0,1,4
DGRP-385,2.023611111,2,1,4
DGRP-385,2.204861111,2,1,4
DGRP-385,2.992361111,41,1,4
DGRP-385,3.201388889,23,1,4
DGRP-385,4.029861111,67,1,4
DGRP-385,4.200694444,4,1,4
DGRP-385,4.986111111,4,1,4
DGRP-385,5.194444444,0,1,4
DGRP-385,6.016666667,0,1,4
DGRP-59,0,0,1,4
DGRP-59,0.211805556,0,1,4
DGRP-59,0.996527778,0,1,4
DGRP-59,1.204861111,0,1,4
DGRP-59,2.023611111,17,1,4
DGRP-59,2.204861111,6,1,4
DGRP-59,2.992361111,52,1,4
DGRP-59,3.201388889,19,1,4
DGRP-59,4.029861111,47,1,4
DGRP-59,4.200694444,1,1,4
DGRP-59,4.986111111,3,1,4
DGRP-59,5.194444444,0,1,4
DGRP-59,6.016666667,0,1,4
DGRP-716,0,0,1,4
DGRP-716,0.211805556,1,1,4
DGRP-716,0.996527778,0,1,4
DGRP-716,1.204861111,0,1,4
DGRP-716,2.023611111,17,1,4
DGRP-716,2.204861111,12,1,4
DGRP-716,2.992361111,18,1,4
DGRP-716,3.201388889,8,1,4
DGRP-716,4.029861111,57,1,4
DGRP-716,4.200694444,16,1,4
DGRP-716,4.986111111,19,1,4
DGRP-716,5.194444444,0,1,4
DGRP-716,6.016666667,2,1,4
DGRP-129,0,0,1,4
DGRP-129,0.211805556,0,1,4
DGRP-129,0.996527778,0,1,4
DGRP-129,1.204861111,0,1,4
DGRP-129,2.023611111,10,1,4
DGRP-129,2.204861111,11,1,4
DGRP-129,2.992361111,65,1,4
DGRP-129,3.201388889,3,1,4
DGRP-129,4.029861111,0,1,4
DGRP-129,4.200694444,0,1,4
DGRP-129,4.986111111,0,1,4
DGRP-129,5.194444444,0,1,4
DGRP-129,6.016666667,0,1,4
DGRP-320,0,0,1,4
DGRP-320,0.211805556,0,1,4
DGRP-320,0.996527778,0,1,4
DGRP-320,1.204861111,0,1,4
DGRP-320,2.023611111,10,1,4
DGRP-320,2.204861111,5,1,4
DGRP-320,2.992361111,25,1,4
DGRP-320,3.201388889,11,1,4
DGRP-320,4.029861111,46,1,4
DGRP-320,4.200694444,10,1,4
DGRP-320,4.986111111,37,1,4
DGRP-320,5.194444444,1,1,4
DGRP-320,6.016666667,5,1,4
DGRP-427,0,0,1,4
DGRP-427,0.211805556,0,1,4
DGRP-427,0.996527778,0,1,4
DGRP-427,1.204861111,1,1,4
DGRP-427,2.023611111,18,1,4
DGRP-427,2.204861111,17,1,4
DGRP-427,2.992361111,110,1,4
DGRP-427,3.201388889,0,1,4
DGRP-427,4.029861111,2,1,4
DGRP-427,4.200694444,0,1,4
DGRP-427,4.986111111,0,1,4
DGRP-427,5.194444444,0,1,4
DGRP-427,6.016666667,0,1,4
DGRP-386,0,0,1,4
DGRP-386,0.211805556,0,1,4
DGRP-386,0.996527778,0,1,4
DGRP-386,1.204861111,5,1,4
DGRP-386,2.023611111,73,1,4
DGRP-386,2.204861111,19,1,4
DGRP-386,2.992361111,40,1,4
DGRP-386,3.201388889,1,1,4
DGRP-386,4.029861111,1,1,4
DGRP-386,4.200694444,9,1,4
DGRP-386,4.986111111,0,1,4
DGRP-386,5.194444444,0,1,4
DGRP-386,6.016666667,0,1,4
DGRP-228,0,0,1,4
DGRP-228,0.211805556,0,1,4
DGRP-228,0.996527778,0,1,4
DGRP-228,1.204861111,0,1,4
DGRP-228,2.023611111,47,1,4
DGRP-228,2.204861111,21,1,4
DGRP-228,2.992361111,77,1,4
DGRP-228,3.201388889,4,1,4
DGRP-228,4.029861111,1,1,4
DGRP-228,4.200694444,0,1,4
DGRP-228,4.986111111,0,1,4
DGRP-228,5.194444444,0,1,4
DGRP-228,6.016666667,0,1,4
DGRP-385,0,5,0,4
DGRP-385,0.211805556,0,0,4
DGRP-385,0.996527778,0,0,4
DGRP-385,1.204861111,0,0,4
DGRP-385,2.023611111,0,0,4
DGRP-385,2.204861111,0,0,4
DGRP-385,2.992361111,0,0,4
DGRP-385,3.201388889,0,0,4
DGRP-385,4.029861111,0,0,4
DGRP-385,4.200694444,0,0,4
DGRP-385,4.986111111,0,0,4
DGRP-385,5.194444444,0,0,4
DGRP-385,6.016666667,0,0,4
DGRP-59,0,5,0,4
DGRP-59,0.211805556,0,0,4
DGRP-59,0.996527778,0,0,4
DGRP-59,1.204861111,0,0,4
DGRP-59,2.023611111,0,0,4
DGRP-59,2.204861111,0,0,4
DGRP-59,2.992361111,0,0,4
DGRP-59,3.201388889,0,0,4
DGRP-59,4.029861111,0,0,4
DGRP-59,4.200694444,0,0,4
DGRP-59,4.986111111,0,0,4
DGRP-59,5.194444444,0,0,4
DGRP-59,6.016666667,0,0,4
DGRP-716,0,3,0,4
DGRP-716,0.211805556,0,0,4
DGRP-716,0.996527778,0,0,4
DGRP-716,1.204861111,0,0,4
DGRP-716,2.023611111,0,0,4
DGRP-716,2.204861111,0,0,4
DGRP-716,2.992361111,0,0,4
DGRP-716,3.201388889,0,0,4
DGRP-716,4.029861111,0,0,4
DGRP-716,4.200694444,0,0,4
DGRP-716,4.986111111,0,0,4
DGRP-716,5.194444444,0,0,4
DGRP-716,6.016666667,0,0,4
DGRP-129,0,0,0,4
DGRP-129,0.211805556,0,0,4
DGRP-129,0.996527778,0,0,4
DGRP-129,1.204861111,0,0,4
DGRP-129,2.023611111,0,0,4
DGRP-129,2.204861111,0,0,4
DGRP-129,2.992361111,0,0,4
DGRP-129,3.201388889,0,0,4
DGRP-129,4.029861111,0,0,4
DGRP-129,4.200694444,0,0,4
DGRP-129,4.986111111,0,0,4
DGRP-129,5.194444444,0,0,4
DGRP-129,6.016666667,0,0,4
DGRP-320,0,0,0,4
DGRP-320,0.211805556,0,0,4
DGRP-320,0.996527778,0,0,4
DGRP-320,1.204861111,0,0,4
DGRP-320,2.023611111,0,0,4
DGRP-320,2.204861111,0,0,4
DGRP-320,2.992361111,0,0,4
DGRP-320,3.201388889,0,0,4
DGRP-320,4.029861111,0,0,4
DGRP-320,4.200694444,0,0,4
DGRP-320,4.986111111,0,0,4
DGRP-320,5.194444444,0,0,4
DGRP-320,6.016666667,0,0,4
DGRP-427,0,1,0,4
DGRP-427,0.211805556,0,0,4
DGRP-427,0.996527778,0,0,4
DGRP-427,1.204861111,0,0,4
DGRP-427,2.023611111,0,0,4
DGRP-427,2.204861111,0,0,4
DGRP-427,2.992361111,0,0,4
DGRP-427,3.201388889,0,0,4
DGRP-427,4.029861111,0,0,4
DGRP-427,4.200694444,0,0,4
DGRP-427,4.986111111,0,0,4
DGRP-427,5.194444444,0,0,4
DGRP-427,6.016666667,0,0,4
DGRP-386,0,7,0,4
DGRP-386,0.211805556,0,0,4
DGRP-386,0.996527778,0,0,4
DGRP-386,1.204861111,0,0,4
DGRP-386,2.023611111,0,0,4
DGRP-386,2.204861111,0,0,4
DGRP-386,2.992361111,0,0,4
DGRP-386,3.201388889,0,0,4
DGRP-386,4.029861111,0,0,4
DGRP-386,4.200694444,0,0,4
DGRP-386,4.986111111,0,0,4
DGRP-386,5.194444444,0,0,4
DGRP-386,6.016666667,0,0,4
DGRP-228,0,0,0,4
DGRP-228,0.211805556,0,0,4
DGRP-228,0.996527778,0,0,4
DGRP-228,1.204861111,0,0,4
DGRP-228,2.023611111,0,0,4
DGRP-228,2.204861111,0,0,4
DGRP-228,2.992361111,0,0,4
DGRP-228,3.201388889,0,0,4
DGRP-228,4.029861111,0,0,4
DGRP-228,4.200694444,0,0,4
DGRP-228,4.986111111,0,0,4
DGRP-228,5.194444444,0,0,4
DGRP-228,6.016666667,0,0,4
DGRP-21,0,0,1,5
DGRP-21,0.227083333,0,1,5
DGRP-21,1.007638889,3,1,5
DGRP-21,1.228472222,6,1,5
DGRP-21,2.022222222,83,1,5
DGRP-21,2.208333333,17,1,5
DGRP-21,3.005555556,36,1,5
DGRP-21,3.229861111,0,1,5
DGRP-21,4.021527778,2,1,5
DGRP-21,4.221527778,0,1,5
DGRP-21,5.028472222,0,1,5
DGRP-21,5.028472222,0,1,5
DGRP-21,6.84375,0,1,5
DGRP-208,0,0,1,5
DGRP-208,0.227083333,0,1,5
DGRP-208,1.007638889,0,1,5
DGRP-208,1.228472222,0,1,5
DGRP-208,2.022222222,2,1,5
DGRP-208,2.208333333,4,1,5
DGRP-208,3.005555556,62,1,5
DGRP-208,3.229861111,25,1,5
DGRP-208,4.021527778,49,1,5
DGRP-208,4.221527778,2,1,5
DGRP-208,5.028472222,4,1,5
DGRP-208,5.028472222,0,1,5
DGRP-208,6.84375,0,1,5
DGRP-783,0,0,1,5
DGRP-783,0.227083333,0,1,5
DGRP-783,1.007638889,0,1,5
DGRP-783,1.228472222,0,1,5
DGRP-783,2.022222222,0,1,5
DGRP-783,2.208333333,4,1,5
DGRP-783,3.005555556,53,1,5
DGRP-783,3.229861111,16,1,5
DGRP-783,4.021527778,76,1,5
DGRP-783,4.221527778,0,1,5
DGRP-783,5.028472222,5,1,5
DGRP-783,5.028472222,0,1,5
DGRP-783,6.84375,0,1,5
DGRP-370,0,0,1,5
DGRP-370,0.227083333,0,1,5
DGRP-370,1.007638889,2,1,5
DGRP-370,1.228472222,1,1,5
DGRP-370,2.022222222,42,1,5
DGRP-370,2.208333333,16,1,5
DGRP-370,3.005555556,73,1,5
DGRP-370,3.229861111,5,1,5
DGRP-370,4.021527778,4,1,5
DGRP-370,4.221527778,0,1,5
DGRP-370,5.028472222,0,1,5
DGRP-370,5.028472222,0,1,5
DGRP-370,6.84375,0,1,5
DGRP-217,0,0,1,5
DGRP-217,0.227083333,0,1,5
DGRP-217,1.007638889,0,1,5
DGRP-217,1.228472222,0,1,5
DGRP-217,2.022222222,3,1,5
DGRP-217,2.208333333,2,1,5
DGRP-217,3.005555556,17,1,5
DGRP-217,3.229861111,9,1,5
DGRP-217,4.021527778,61,1,5
DGRP-217,4.221527778,14,1,5
DGRP-217,5.028472222,40,1,5
DGRP-217,5.028472222,1,1,5
DGRP-217,6.84375,2,1,5
DGRP-42,0,0,1,5
DGRP-42,0.227083333,1,1,5
DGRP-42,1.007638889,2,1,5
DGRP-42,1.228472222,1,1,5
DGRP-42,2.022222222,20,1,5
DGRP-42,2.208333333,6,1,5
DGRP-42,3.005555556,57,1,5
DGRP-42,3.229861111,9,1,5
DGRP-42,4.021527778,31,1,5
DGRP-42,4.221527778,6,1,5
DGRP-42,5.028472222,16,1,5
DGRP-42,5.028472222,0,1,5
DGRP-42,6.84375,1,1,5
DGRP-774,0,0,1,5
DGRP-774,0.227083333,0,1,5
DGRP-774,1.007638889,2,1,5
DGRP-774,1.228472222,3,1,5
DGRP-774,2.022222222,58,1,5
DGRP-774,2.208333333,12,1,5
DGRP-774,3.005555556,53,1,5
DGRP-774,3.229861111,13,1,5
DGRP-774,4.021527778,4,1,5
DGRP-774,4.221527778,1,1,5
DGRP-774,5.028472222,0,1,5
DGRP-774,5.028472222,0,1,5
DGRP-774,6.84375,0,1,5
DGRP-799,0,0,1,5
DGRP-799,0.227083333,2,1,5
DGRP-799,1.007638889,0,1,5
DGRP-799,1.228472222,0,1,5
DGRP-799,2.022222222,9,1,5
DGRP-799,2.208333333,0,1,5
DGRP-799,3.005555556,54,1,5
DGRP-799,3.229861111,26,1,5
DGRP-799,4.021527778,56,1,5
DGRP-799,4.221527778,1,1,5
DGRP-799,5.028472222,1,1,5
DGRP-799,5.028472222,0,1,5
DGRP-799,6.84375,0,1,5
DGRP-441,0,0,1,5
DGRP-441,0.227083333,0,1,5
DGRP-441,1.007638889,0,1,5
DGRP-441,1.228472222,0,1,5
DGRP-441,2.022222222,0,1,5
DGRP-441,2.208333333,0,1,5
DGRP-441,3.005555556,1,1,5
DGRP-441,3.229861111,2,1,5
DGRP-441,4.021527778,45,1,5
DGRP-441,4.221527778,25,1,5
DGRP-441,5.028472222,66,1,5
DGRP-441,5.028472222,2,1,5
DGRP-441,6.84375,7,1,5
DGRP-21,0,3,0,5
DGRP-21,0.227083333,0,0,5
DGRP-21,1.007638889,0,0,5
DGRP-21,1.228472222,0,0,5
DGRP-21,2.022222222,0,0,5
DGRP-21,2.208333333,0,0,5
DGRP-21,3.005555556,0,0,5
DGRP-21,3.229861111,0,0,5
DGRP-21,4.021527778,0,0,5
DGRP-21,4.221527778,0,0,5
DGRP-21,5.028472222,0,0,5
DGRP-21,5.028472222,0,0,5
DGRP-21,6.84375,0,0,5
DGRP-208,0,1,0,5
DGRP-208,0.227083333,0,0,5
DGRP-208,1.007638889,0,0,5
DGRP-208,1.228472222,0,0,5
DGRP-208,2.022222222,0,0,5
DGRP-208,2.208333333,0,0,5
DGRP-208,3.005555556,0,0,5
DGRP-208,3.229861111,0,0,5
DGRP-208,4.021527778,0,0,5
DGRP-208,4.221527778,0,0,5
DGRP-208,5.028472222,0,0,5
DGRP-208,5.028472222,0,0,5
DGRP-208,6.84375,0,0,5
DGRP-783,0,2,0,5
DGRP-783,0.227083333,0,0,5
DGRP-783,1.007638889,0,0,5
DGRP-783,1.228472222,0,0,5
DGRP-783,2.022222222,0,0,5
DGRP-783,2.208333333,0,0,5
DGRP-783,3.005555556,0,0,5
DGRP-783,3.229861111,0,0,5
DGRP-783,4.021527778,0,0,5
DGRP-783,4.221527778,0,0,5
DGRP-783,5.028472222,0,0,5
DGRP-783,5.028472222,0,0,5
DGRP-783,6.84375,0,0,5
DGRP-370,0,6,0,5
DGRP-370,0.227083333,2,0,5
DGRP-370,1.007638889,0,0,5
DGRP-370,1.228472222,0,0,5
DGRP-370,2.022222222,0,0,5
DGRP-370,2.208333333,0,0,5
DGRP-370,3.005555556,0,0,5
DGRP-370,3.229861111,0,0,5
DGRP-370,4.021527778,0,0,5
DGRP-370,4.221527778,0,0,5
DGRP-370,5.028472222,0,0,5
DGRP-370,5.028472222,0,0,5
DGRP-370,6.84375,0,0,5
DGRP-217,0,3,0,5
DGRP-217,0.227083333,0,0,5
DGRP-217,1.007638889,0,0,5
DGRP-217,1.228472222,0,0,5
DGRP-217,2.022222222,0,0,5
DGRP-217,2.208333333,0,0,5
DGRP-217,3.005555556,0,0,5
DGRP-217,3.229861111,0,0,5
DGRP-217,4.021527778,0,0,5
DGRP-217,4.221527778,0,0,5
DGRP-217,5.028472222,0,0,5
DGRP-217,5.028472222,0,0,5
DGRP-217,6.84375,0,0,5
DGRP-42,0,8,0,5
DGRP-42,0.227083333,0,0,5
DGRP-42,1.007638889,0,0,5
DGRP-42,1.228472222,0,0,5
DGRP-42,2.022222222,0,0,5
DGRP-42,2.208333333,0,0,5
DGRP-42,3.005555556,0,0,5
DGRP-42,3.229861111,0,0,5
DGRP-42,4.021527778,1,0,5
DGRP-42,4.221527778,0,0,5
DGRP-42,5.028472222,0,0,5
DGRP-42,5.028472222,0,0,5
DGRP-42,6.84375,0,0,5
DGRP-774,0,1,0,5
DGRP-774,0.227083333,0,0,5
DGRP-774,1.007638889,0,0,5
DGRP-774,1.228472222,0,0,5
DGRP-774,2.022222222,0,0,5
DGRP-774,2.208333333,0,0,5
DGRP-774,3.005555556,0,0,5
DGRP-774,3.229861111,0,0,5
DGRP-774,4.021527778,0,0,5
DGRP-774,4.221527778,0,0,5
DGRP-774,5.028472222,0,0,5
DGRP-774,5.028472222,0,0,5
DGRP-774,6.84375,0,0,5
DGRP-799,0,0,0,5
DGRP-799,0.227083333,0,0,5
DGRP-799,1.007638889,0,0,5
DGRP-799,1.228472222,0,0,5
DGRP-799,2.022222222,0,0,5
DGRP-799,2.208333333,0,0,5
DGRP-799,3.005555556,0,0,5
DGRP-799,3.229861111,0,0,5
DGRP-799,4.021527778,0,0,5
DGRP-799,4.221527778,0,0,5
DGRP-799,5.028472222,0,0,5
DGRP-799,5.028472222,0,0,5
DGRP-799,6.84375,0,0,5
DGRP-441,0,0,0,5
DGRP-441,0.227083333,0,0,5
DGRP-441,1.007638889,0,0,5
DGRP-441,1.228472222,0,0,5
DGRP-441,2.022222222,0,0,5
DGRP-441,2.208333333,0,0,5
DGRP-441,3.005555556,0,0,5
DGRP-441,3.229861111,0,0,5
DGRP-441,4.021527778,0,0,5
DGRP-441,4.221527778,0,0,5
DGRP-441,5.028472222,0,0,5
DGRP-441,5.028472222,0,0,5
DGRP-441,6.84375,0,0,5
DGRP-382,0,0,1,6
DGRP-382,0.206944444,0,1,6
DGRP-382,0.979166667,0,1,6
DGRP-382,1.195833333,0,1,6
DGRP-382,2.021527778,19,1,6
DGRP-382,2.197916667,9,1,6
DGRP-382,2.995138889,76,1,6
DGRP-382,3.181944444,18,1,6
DGRP-382,4.024305556,22,1,6
DGRP-382,4.188194444,1,1,6
DGRP-382,4.998611111,3,1,6
DGRP-382,5.185416667,0,1,6
DGRP-382,6,0,1,6
DGRP-359,0,0,1,6
DGRP-359,0.206944444,0,1,6
DGRP-359,0.979166667,3,1,6
DGRP-359,1.195833333,0,1,6
DGRP-359,2.021527778,11,1,6
DGRP-359,2.197916667,12,1,6
DGRP-359,2.995138889,68,1,6
DGRP-359,3.181944444,19,1,6
DGRP-359,4.024305556,33,1,6
DGRP-359,4.188194444,2,1,6
DGRP-359,4.998611111,0,1,6
DGRP-359,5.185416667,0,1,6
DGRP-359,6,0,1,6
DGRP-517,0,0,1,6
DGRP-517,0.206944444,0,1,6
DGRP-517,0.979166667,0,1,6
DGRP-517,1.195833333,0,1,6
DGRP-517,2.021527778,2,1,6
DGRP-517,2.197916667,1,1,6
DGRP-517,2.995138889,9,1,6
DGRP-517,3.181944444,14,1,6
DGRP-517,4.024305556,101,1,6
DGRP-517,4.188194444,4,1,6
DGRP-517,4.998611111,16,1,6
DGRP-517,5.185416667,2,1,6
DGRP-517,6,0,1,6
DGRP-357,0,0,1,6
DGRP-357,0.206944444,0,1,6
DGRP-357,0.979166667,0,1,6
DGRP-357,1.195833333,1,1,6
DGRP-357,2.021527778,11,1,6
DGRP-357,2.197916667,6,1,6
DGRP-357,2.995138889,67,1,6
DGRP-357,3.181944444,9,1,6
DGRP-357,4.024305556,11,1,6
DGRP-357,4.188194444,0,1,6
DGRP-357,4.998611111,1,1,6
DGRP-357,5.185416667,0,1,6
DGRP-357,6,0,1,6
DGRP-502,0,0,1,6
DGRP-502,0.206944444,1,1,6
DGRP-502,0.979166667,0,1,6
DGRP-502,1.195833333,0,1,6
DGRP-502,2.021527778,43,1,6
DGRP-502,2.197916667,22,1,6
DGRP-502,2.995138889,60,1,6
DGRP-502,3.181944444,7,1,6
DGRP-502,4.024305556,10,1,6
DGRP-502,4.188194444,14,1,6
DGRP-502,4.998611111,2,1,6
DGRP-502,5.185416667,0,1,6
DGRP-502,6,0,1,6
DGRP-195,0,0,1,6
DGRP-195,0.206944444,1,1,6
DGRP-195,0.979166667,4,1,6
DGRP-195,1.195833333,1,1,6
DGRP-195,2.021527778,30,1,6
DGRP-195,2.197916667,19,1,6
DGRP-195,2.995138889,62,1,6
DGRP-195,3.181944444,6,1,6
DGRP-195,4.024305556,15,1,6
DGRP-195,4.188194444,0,1,6
DGRP-195,4.998611111,0,1,6
DGRP-195,5.185416667,0,1,6
DGRP-195,6,0,1,6
DGRP-595,0,0,1,6
DGRP-595,0.206944444,1,1,6
DGRP-595,0.979166667,0,1,6
DGRP-595,1.195833333,2,1,6
DGRP-595,2.021527778,8,1,6
DGRP-595,2.197916667,15,1,6
DGRP-595,2.995138889,82,1,6
DGRP-595,3.181944444,18,1,6
DGRP-595,4.024305556,17,1,6
DGRP-595,4.188194444,0,1,6
DGRP-595,4.998611111,0,1,6
DGRP-595,5.185416667,0,1,6
DGRP-595,6,0,1,6
DGRP-705,0,0,1,6
DGRP-705,0.206944444,0,1,6
DGRP-705,0.979166667,0,1,6
DGRP-705,1.195833333,0,1,6
DGRP-705,2.021527778,1,1,6
DGRP-705,2.197916667,3,1,6
DGRP-705,2.995138889,15,1,6
DGRP-705,3.181944444,14,1,6
DGRP-705,4.024305556,76,1,6
DGRP-705,4.188194444,10,1,6
DGRP-705,4.998611111,25,1,6
DGRP-705,5.185416667,0,1,6
DGRP-705,6,2,1,6
DGRP-730,0,0,1,6
DGRP-730,0.206944444,0,1,6
DGRP-730,0.979166667,1,1,6
DGRP-730,1.195833333,2,1,6
DGRP-730,2.021527778,25,1,6
DGRP-730,2.197916667,7,1,6
DGRP-730,2.995138889,8,1,6
DGRP-730,3.181944444,0,1,6
DGRP-730,4.024305556,1,1,6
DGRP-730,4.188194444,0,1,6
DGRP-730,4.998611111,0,1,6
DGRP-730,5.185416667,0,1,6
DGRP-730,6,0,1,6
DGRP-382,0,0,0,6
DGRP-382,0.206944444,0,0,6
DGRP-382,0.979166667,0,0,6
DGRP-382,1.195833333,0,0,6
DGRP-382,2.021527778,0,0,6
DGRP-382,2.197916667,0,0,6
DGRP-382,2.995138889,0,0,6
DGRP-382,3.181944444,0,0,6
DGRP-382,4.024305556,0,0,6
DGRP-382,4.188194444,0,0,6
DGRP-382,4.998611111,0,0,6
DGRP-382,5.185416667,0,0,6
DGRP-382,6,0,0,6
DGRP-359,0,3,0,6
DGRP-359,0.206944444,0,0,6
DGRP-359,0.979166667,0,0,6
DGRP-359,1.195833333,0,0,6
DGRP-359,2.021527778,0,0,6
DGRP-359,2.197916667,0,0,6
DGRP-359,2.995138889,0,0,6
DGRP-359,3.181944444,0,0,6
DGRP-359,4.024305556,0,0,6
DGRP-359,4.188194444,0,0,6
DGRP-359,4.998611111,0,0,6
DGRP-359,5.185416667,0,0,6
DGRP-359,6,0,0,6
DGRP-517,0,0,0,6
DGRP-517,0.206944444,0,0,6
DGRP-517,0.979166667,0,0,6
DGRP-517,1.195833333,0,0,6
DGRP-517,2.021527778,0,0,6
DGRP-517,2.197916667,0,0,6
DGRP-517,2.995138889,0,0,6
DGRP-517,3.181944444,0,0,6
DGRP-517,4.024305556,0,0,6
DGRP-517,4.188194444,0,0,6
DGRP-517,4.998611111,0,0,6
DGRP-517,5.185416667,0,0,6
DGRP-517,6,0,0,6
DGRP-357,0,0,0,6
DGRP-357,0.206944444,0,0,6
DGRP-357,0.979166667,0,0,6
DGRP-357,1.195833333,0,0,6
DGRP-357,2.021527778,0,0,6
DGRP-357,2.197916667,0,0,6
DGRP-357,2.995138889,0,0,6
DGRP-357,3.181944444,0,0,6
DGRP-357,4.024305556,0,0,6
DGRP-357,4.188194444,0,0,6
DGRP-357,4.998611111,0,0,6
DGRP-357,5.185416667,0,0,6
DGRP-357,6,0,0,6
DGRP-502,0,1,0,6
DGRP-502,0.206944444,0,0,6
DGRP-502,0.979166667,0,0,6
DGRP-502,1.195833333,0,0,6
DGRP-502,2.021527778,0,0,6
DGRP-502,2.197916667,0,0,6
DGRP-502,2.995138889,0,0,6
DGRP-502,3.181944444,0,0,6
DGRP-502,4.024305556,0,0,6
DGRP-502,4.188194444,0,0,6
DGRP-502,4.998611111,0,0,6
DGRP-502,5.185416667,0,0,6
DGRP-502,6,0,0,6
DGRP-195,0,4,0,6
DGRP-195,0.206944444,0,0,6
DGRP-195,0.979166667,0,0,6
DGRP-195,1.195833333,0,0,6
DGRP-195,2.021527778,0,0,6
DGRP-195,2.197916667,0,0,6
DGRP-195,2.995138889,0,0,6
DGRP-195,3.181944444,0,0,6
DGRP-195,4.024305556,0,0,6
DGRP-195,4.188194444,0,0,6
DGRP-195,4.998611111,0,0,6
DGRP-195,5.185416667,0,0,6
DGRP-195,6,0,0,6
DGRP-595,0,0,0,6
DGRP-595,0.206944444,0,0,6
DGRP-595,0.979166667,0,0,6
DGRP-595,1.195833333,0,0,6
DGRP-595,2.021527778,0,0,6
DGRP-595,2.197916667,0,0,6
DGRP-595,2.995138889,0,0,6
DGRP-595,3.181944444,0,0,6
DGRP-595,4.024305556,0,0,6
DGRP-595,4.188194444,0,0,6
DGRP-595,4.998611111,0,0,6
DGRP-595,5.185416667,0,0,6
DGRP-595,6,0,0,6
DGRP-705,0,0,0,6
DGRP-705,0.206944444,0,0,6
DGRP-705,0.979166667,0,0,6
DGRP-705,1.195833333,0,0,6
DGRP-705,2.021527778,0,0,6
DGRP-705,2.197916667,0,0,6
DGRP-705,2.995138889,0,0,6
DGRP-705,3.181944444,0,0,6
DGRP-705,4.024305556,0,0,6
DGRP-705,4.188194444,0,0,6
DGRP-705,4.998611111,0,0,6
DGRP-705,5.185416667,0,0,6
DGRP-705,6,0,0,6
DGRP-730,0,20,0,6
DGRP-730,0.206944444,0,0,6
DGRP-730,0.979166667,0,0,6
DGRP-730,1.195833333,0,0,6
DGRP-730,2.021527778,0,0,6
DGRP-730,2.197916667,0,0,6
DGRP-730,2.995138889,0,0,6
DGRP-730,3.181944444,0,0,6
DGRP-730,4.024305556,0,0,6
DGRP-730,4.188194444,0,0,6
DGRP-730,4.998611111,0,0,6
DGRP-730,5.185416667,0,0,6
DGRP-730,6,0,0,6
DGRP-361,0,0,1,7
DGRP-361,0.185416667,1,1,7
DGRP-361,0.970138889,0,1,7
DGRP-361,1.186111111,0,1,7
DGRP-361,1.998611111,4,1,7
DGRP-361,2.171527778,2,1,7
DGRP-361,2.996527778,42,1,7
DGRP-361,3.195138889,10,1,7
DGRP-361,3.974305556,65,1,7
DGRP-361,4.174305556,11,1,7
DGRP-361,4.978472222,13,1,7
DGRP-361,5.193055556,0,1,7
DGRP-361,5.991666667,0,1,7
DGRP-361,6.177083333,0,1,7
DGRP-361,7.002083333,0,1,7
DGRP-392,0,0,1,7
DGRP-392,0.185416667,0,1,7
DGRP-392,0.970138889,1,1,7
DGRP-392,1.186111111,1,1,7
DGRP-392,1.998611111,60,1,7
DGRP-392,2.171527778,24,1,7
DGRP-392,2.996527778,55,1,7
DGRP-392,3.195138889,2,1,7
DGRP-392,3.974305556,3,1,7
DGRP-392,4.174305556,0,1,7
DGRP-392,4.978472222,0,1,7
DGRP-392,5.193055556,0,1,7
DGRP-392,5.991666667,0,1,7
DGRP-392,6.177083333,0,1,7
DGRP-392,7.002083333,0,1,7
DGRP-75,0,0,1,7
DGRP-75,0.185416667,1,1,7
DGRP-75,0.970138889,0,1,7
DGRP-75,1.186111111,0,1,7
DGRP-75,1.998611111,2,1,7
DGRP-75,2.171527778,1,1,7
DGRP-75,2.996527778,20,1,7
DGRP-75,3.195138889,21,1,7
DGRP-75,3.974305556,88,1,7
DGRP-75,4.174305556,11,1,7
DGRP-75,4.978472222,5,1,7
DGRP-75,5.193055556,0,1,7
DGRP-75,5.991666667,0,1,7
DGRP-75,6.177083333,0,1,7
DGRP-75,7.002083333,0,1,7
DGRP-859,0,0,1,7
DGRP-859,0.185416667,0,1,7
